github_url,model_name,model_type
github.com/tum-vision/tandem,resnet18,vision
github.com/udacity/cvnd---image-captioning-project,resnet50,vision
github.com/universome/alis,wide_resnet50_2,vision
github.com/utra-robosoccer/soccerbot,ultralytics/yolov5,vision
github.com/valeoai/lost,resnet50,vision
github.com/valeoai/lost,vgg16,vision
github.com/vikashplus/robohive,resnet18,vision
github.com/vikashplus/robohive,resnet34,vision
github.com/vikashplus/robohive,resnet50,vision
github.com/vinid/path_eval,resnet101,vision
github.com/vinid/path_eval,resnet18,vision
github.com/vinid/path_eval,resnet50,vision
github.com/vinid/path_eval,vit_b_16,vision
github.com/vinid/path_eval,vit_b_32,vision
github.com/vinthony/deep-blind-watermark-removal,vgg16,vision
github.com/vinthony/deep-blind-watermark-removal,vgg19,vision
github.com/visdrone/dronecrowd,vgg16,vision
github.com/voidism/diffcse,roberta,nlp
github.com/voidism/diffcse,bert,nlp
github.com/wanggrun/sysu-30k,densenet121,vision
github.com/wanggrun/sysu-30k,resnet50,vision
github.com/wangguanan/aligngan,resnet50,vision
github.com/wangguanan/pytorch-person-reid-baseline-pcb-beyond-part-models,resnet50,vision
github.com/wanglibo1995/geoseg,resnet18,vision
github.com/wanglibo1995/geoseg,resnet34,vision
github.com/wangt-cn/vc-r-cnn,resnet50,vision
github.com/wangwenhao0716/isc-track1-submission,yolov5s,vision
github.com/we0091234/car_recognition,resnet18,vision
github.com/williamyang1991/styleganex,alexnet,vision
github.com/williamyang1991/styleganex,resnet101,vision
github.com/williamyang1991/styleganex,resnet152,vision
github.com/williamyang1991/styleganex,resnet18,vision
github.com/williamyang1991/styleganex,resnet34,vision
github.com/williamyang1991/styleganex,resnet50,vision
github.com/williamyang1991/styleganex,squeezenet1_1,vision
github.com/williamyang1991/styleganex,vgg16,vision
github.com/woozzu/dong_iccv_2017,vgg16_bn,vision
github.com/woozzu/dong_iccv_2017,vgg16,vision
github.com/wutianyirosun/cgnet,resnet18,vision
github.com/wxj630/visual-chatgpt-zh,tf_efficientnet_lite3,vision
github.com/wxj630/visual-chatgpt-zh,resnext101_32x8d_wsl,vision
github.com/wzmiaomiao/deep-learning-for-image-processing,mobilenet_v3_large,vision
github.com/wzmiaomiao/deep-learning-for-image-processing,vgg16_bn,vision
github.com/wzmiaomiao/deep-learning-for-image-processing,yolov5s,vision
github.com/wzzheng/tpvformer,tf_efficientnet_b7_ns,vision
github.com/xichenpan/arldm,inception_v3,vision
github.com/xinranzh/projectaim-apexlegends,yolov5s,vision
github.com/xinzelee/polygonobjectdetection,yolov5s,vision
github.com/xpixelgroup/ranksrgan,vgg19,vision
github.com/xpixelgroup/ranksrgan,vgg19_bn,vision
github.com/xuebinqin/basnet,resnet34,vision
github.com/xuxy09/texformer,resnet50,vision
github.com/yeexiaozheng/multimodal-sentiment-analysis,resnet50,vision
github.com/yejin0111/add-gcn,resnet101,vision
github.com/ygjwd12345/transdepth,densenet121,vision
github.com/ygjwd12345/transdepth,densenet161,vision
github.com/ygjwd12345/transdepth,resnet101,vision
github.com/ygjwd12345/transdepth,resnet50,vision
github.com/ygjwd12345/transdepth,resnext101_32x8d,vision
github.com/ygjwd12345/transdepth,resnext50_32x4d,vision
github.com/ygtxr1997/celebbasis,mobilenet_v2,vision
github.com/ygtxr1997/celebbasis,resnet101,vision
github.com/ygtxr1997/celebbasis,resnet18,vision
github.com/ygtxr1997/celebbasis,resnet50,vision
github.com/ygtxr1997/celebbasis,bert-base-uncased,nlp
github.com/ygtxr1997/celebbasis,clip,multi_modal
github.com/yhjo09/ciplab-ntire-2020,alexnet,vision
github.com/yhjo09/ciplab-ntire-2020,resnet101,vision
github.com/yhjo09/ciplab-ntire-2020,resnet152,vision
github.com/yhjo09/ciplab-ntire-2020,resnet18,vision
github.com/yhjo09/ciplab-ntire-2020,resnet34,vision
github.com/yhjo09/ciplab-ntire-2020,resnet50,vision
github.com/yhjo09/ciplab-ntire-2020,squeezenet1_1,vision
github.com/yhjo09/ciplab-ntire-2020,vgg16,vision
github.com/yiranran/unpaired-portrait-drawing,alexnet,vision
github.com/yiranran/unpaired-portrait-drawing,resnet101,vision
github.com/yiranran/unpaired-portrait-drawing,resnet152,vision
github.com/yiranran/unpaired-portrait-drawing,resnet18,vision
github.com/yiranran/unpaired-portrait-drawing,resnet34,vision
github.com/yiranran/unpaired-portrait-drawing,resnet50,vision
github.com/yiranran/unpaired-portrait-drawing,squeezenet1_1,vision
github.com/yiranran/unpaired-portrait-drawing,vgg16,vision
github.com/yiyang7/super_resolution_with_cnns_and_gans,vgg16,vision
github.com/yu45020/text_segmentation_image_inpainting,resnet50,vision
github.com/yu45020/text_segmentation_image_inpainting,vgg16,vision
github.com/yudewang/deeplabv3plus-pytorch,resnet101,vision
github.com/yudewang/deeplabv3plus-pytorch,resnet152,vision
github.com/yudewang/deeplabv3plus-pytorch,resnet18,vision
github.com/yudewang/deeplabv3plus-pytorch,resnet34,vision
github.com/yudewang/deeplabv3plus-pytorch,resnet50,vision
github.com/yufengm/adaptive,resnet152,vision
github.com/yuliangguo/pytorch_generalized_3d_lane_detection,vgg16,vision
github.com/yuliangguo/pytorch_generalized_3d_lane_detection,vgg16_bn,vision
github.com/yuliangxiu/icon,resnet50,vision
github.com/yuliangxiu/icon,resnet101,vision
github.com/yuliangxiu/icon,resnet18,vision
github.com/yuliangxiu/icon,resnet34,vision
github.com/yuliangxiu/icon,maskrcnn_resnet50_fpn,vision
github.com/yuliangxiu/icon,vgg19,vision
github.com/yunpengzhai/meb-net,densenet121,vision
github.com/yunpengzhai/meb-net,inception_v3,vision
github.com/yuval-alaluf/stylegan3-editing,resnet34,vision
github.com/yuvalkirstain/pickscore,inception_v3,vision
github.com/yuxiangsun/rtfnet,resnet101,vision
github.com/yuxiangsun/rtfnet,resnet152,vision
github.com/yuxiangsun/rtfnet,resnet18,vision
github.com/yuxiangsun/rtfnet,resnet50,vision
github.com/yuxiangsun/rtfnet,resnet34,vision
github.com/z1069614715/objectdetection_script,yolov5n,vision
github.com/z1069614715/objectdetection_script,yolov5s,vision
github.com/zheng222/dmfn,vgg19,vision
github.com/zhengyiluo/meva,resnet50,vision
github.com/zhengyiluo/meva,resnet18,vision
github.com/zhengyiluo/universalhumanoidcontrol,resnet18,vision
github.com/zhihou7/batchformer,resnet50,vision
github.com/zhihou7/batchformer,resnet18,vision
github.com/zhihou7/batchformer,vgg16,vision
github.com/zhihou7/batchformer,resnet152,vision
github.com/zhiyuanyou/safecount,resnet18,vision
github.com/zhiyuanyou/safecount,resnet50,vision
github.com/ziniuwan/maed,resnet50,vision
github.com/zju3dv/neuralrecon,mnasnet1_0,vision
github.com/zlckanata/deepglobe-road-extraction-challenge,resnet101,vision
github.com/zlckanata/deepglobe-road-extraction-challenge,resnet34,vision
github.com/zlckanata/deepglobe-road-extraction-challenge,resnet50,vision
github.com/zlckanata/deepglobe-road-extraction-challenge,vgg13,vision
github.com/zpdesu/barbershop,alexnet,vision
github.com/zpdesu/barbershop,resnet101,vision
github.com/zpdesu/barbershop,resnet152,vision
github.com/zpdesu/barbershop,resnet18,vision
github.com/zpdesu/barbershop,resnet34,vision
github.com/zpdesu/barbershop,resnet50,vision
github.com/zpdesu/barbershop,squeezenet1_1,vision
github.com/zpdesu/barbershop,vgg16,vision
github.com/zpdesu/barbershop,vgg19,vision
