caller,file_path,github_url
main,ylsung_VL_adapter/VL_adapter/VL-T5/src/clip_prepro_feats.py,github.com/ylsung/vl_adapter
generate,okojoalg_sequencer/sequencer/generate_erf.py,github.com/okojoalg/sequencer
TimmModel.__init__,Yui010206_SeViLA/SeViLA/lavis/models/clip_models/timm_model.py,github.com/yui010206/sevila
main,Amshaker_SwiftFormer/SwiftFormer/main.py,github.com/amshaker/swiftformer
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,google-research_3d-moments/3d-moments/third_party/DPT/dpt/vit.py,github.com/google-research/3d-moments
ParserNetMixer.create_model,facebookresearch_VLPart/VLPart/vlpart/modeling/meta_arch/parser_net_mixer.py,github.com/facebookresearch/vlpart
MANet.__init__,WangLibo1995_GeoSeg/GeoSeg/geoseg/models/MANet.py,github.com/wanglibo1995/geoseg
TimmBackbone.__init__,antoyang_TubeDETR/TubeDETR/models/backbone.py,github.com/antoyang/tubedetr
_make_pretrained_swinl12_384,isl-org_MiDaS/MiDaS/midas/backbones/swin.py,github.com/isl-org/midas
create_char_str,AlibabaResearch_AdvancedLiterateMachinery/AdvancedLiterateMachinery/OCR/MGP-STR/modules/char_str.py,github.com/alibabaresearch/advancedliteratemachinery
validate,locuslab_convmixer/convmixer/pytorch-image-models/validate.py,github.com/locuslab/convmixer
get_model,zhihou7_BatchFormer/BatchFormer/domain_generalization/Transfer-Learning-Library/examples/domain_generalization/image_classification/utils.py,github.com/zhihou7/batchformer
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,ShihaoZhaoZSH_Uni-ControlNet/Uni-ControlNet/annotator/midas/midas/vit.py,github.com/shihaozhaozsh/uni-controlnet
_make_pretrained_beitl16_384;_make_pretrained_beitl16_512;_make_pretrained_beitb16_384,isl-org_MiDaS/MiDaS/midas/backbones/beit.py,github.com/isl-org/midas
TimmModel.__init__,AIGC-Audio_AudioGPT/AudioGPT/text_to_audio/Make_An_Audio/ldm/modules/encoders/open_clap/timm_model.py,github.com/aigc-audio/audiogpt
AttentionIQA.__init__,TencentARC_AnimeSR/AnimeSR/scripts/metrics/MANIQA/models/model_attentionIQA2.py,github.com/tencentarc/animesr
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,ashawkey_nerf2mesh/nerf2mesh/depth_tools/dpt.py,github.com/ashawkey/nerf2mesh
_make_pretrained_swinl12_384,thygate_stable-diffusion-webui-depthmap-script/stable-diffusion-webui-depthmap-script/dmidas/backbones/swin.py,github.com/thygate/stable-diffusion-webui-depthmap-script
get_model,zhihou7_BatchFormer/BatchFormer/domain_generalization/Transfer-Learning-Library/examples/domain_adaptation/partial_domain_adaptation/utils.py,github.com/zhihou7/batchformer
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,Anything-of-anything_Anything-3D/Anything-3D/AnyObject3D/src/3DFuse/ldm/modules/midas/midas/vit.py,github.com/anything-of-anything/anything-3d
create_mgp_str,AlibabaResearch_AdvancedLiterateMachinery/AdvancedLiterateMachinery/OCR/MGP-STR/modules/mgp_str.py,github.com/alibabaresearch/advancedliteratemachinery
TimmModel.__init__,YuxinWenRick_tree-ring-watermark/tree-ring-watermark/open_clip/timm_model.py,github.com/yuxinwenrick/tree-ring-watermark
get_model,zhihou7_BatchFormer/BatchFormer/domain_generalization/Transfer-Learning-Library/examples/task_adaptation/image_classification/utils.py,github.com/zhihou7/batchformer
TIMM.__init__,facebookresearch_VLPart/VLPart/vlpart/modeling/backbone/timm.py,github.com/facebookresearch/vlpart
main,locuslab_convmixer/convmixer/pytorch-image-models/inference.py,github.com/locuslab/convmixer
main,ylsung_VL_adapter/VL_adapter/feature_extraction/coco_CLIP.py,github.com/ylsung/vl_adapter
_make_pretrained_swin2b24_384;_make_pretrained_swin2l24_384;_make_pretrained_swin2t16_256,isl-org_MiDaS/MiDaS/midas/backbones/swin2.py,github.com/isl-org/midas
_make_pretrained_levit_384,thygate_stable-diffusion-webui-depthmap-script/stable-diffusion-webui-depthmap-script/dmidas/backbones/levit.py,github.com/thygate/stable-diffusion-webui-depthmap-script
TIMMBackbone.__init__,leonnnop_GMMSeg/GMMSeg/mmseg/models/backbones/timm_backbone.py,github.com/leonnnop/gmmseg
,Alibaba-MIIL_ImageNet21K/ImageNet21K/visualize_detector.py,github.com/alibaba-miil/imagenet21k
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,sail-sg_EditAnything/EditAnything/ldm/modules/midas/midas/vit.py,github.com/sail-sg/editanything
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,isl-org_DPT/DPT/dpt/vit.py,github.com/isl-org/dpt
get_model,zhihou7_BatchFormer/BatchFormer/domain_generalization/Transfer-Learning-Library/examples/domain_adaptation/re_identification/utils.py,github.com/zhihou7/batchformer
TimmModel.__init__,zhvng_open-musiclm/open-musiclm/open_musiclm/laion_clap/clap_module/timm_model.py,github.com/zhvng/open-musiclm
training_function,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/examples/complete_cv_example.py,github.com/flowersteam/grounding_llms_with_online_rl
ContextPath.__init__,WangLibo1995_GeoSeg/GeoSeg/geoseg/models/ABCNet.py,github.com/wanglibo1995/geoseg
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,salesforce_UniControl/UniControl/annotator/midas/midas/vit.py,github.com/salesforce/unicontrol
_make_pretrained_beitl16_384;_make_pretrained_beitl16_512;_make_pretrained_beitb16_384,thygate_stable-diffusion-webui-depthmap-script/stable-diffusion-webui-depthmap-script/dmidas/backbones/beit.py,github.com/thygate/stable-diffusion-webui-depthmap-script
UNetFormer.__init__,WangLibo1995_GeoSeg/GeoSeg/geoseg/models/UNetFormer.py,github.com/wanglibo1995/geoseg
,RobustBench_robustbench/robustbench/robustbench/model_zoo/imagenet.py,github.com/robustbench/robustbench
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,salesforce_UniControl/UniControl/ldm/modules/midas/midas/vit.py,github.com/salesforce/unicontrol
main,SHI-Labs_Compact-Transformers/Compact-Transformers/train.py,github.com/shi-labs/compact-transformers
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,Stability-AI_stablediffusion/stablediffusion/ldm/modules/midas/midas/vit.py,github.com/stability-ai/stablediffusion
_make_pretrained_levit_384,isl-org_MiDaS/MiDaS/midas/backbones/levit.py,github.com/isl-org/midas
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,KU-CVLAB_3DFuse/3DFuse/ldm/modules/midas/midas/vit.py,github.com/ku-cvlab/3dfuse
TimmModel.__init__,facebookresearch_ov-seg/ov-seg/open_clip_training/src/open_clip/timm_model.py,github.com/facebookresearch/ov-seg
get_model,zhihou7_BatchFormer/BatchFormer/domain_generalization/Transfer-Learning-Library/examples/domain_generalization/re_identification/utils.py,github.com/zhihou7/batchformer
main,okojoalg_sequencer/sequencer/train.py,github.com/okojoalg/sequencer
get_embed_fn,ajayjain_DietNeRF/DietNeRF/dietnerf/run_nerf.py,github.com/ajayjain/dietnerf
HRNet.__init__,YuliangXiu_ICON/ICON/lib/pare/pare/models/backbone/hrnet_legacy.py,github.com/yuliangxiu/icon
VisionTransformer.pretrain,sagizty_Insight/Insight/StarUp/model/ViT.py,github.com/sagizty/insight
validate,okojoalg_sequencer/sequencer/validate_c.py,github.com/okojoalg/sequencer
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,NVlabs_prismer/prismer/experts/depth/vit.py,github.com/nvlabs/prismer
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,kaleido-lab_dolphin/dolphin/modules/annotator/midas/midas/vit.py,github.com/kaleido-lab/dolphin
_make_pretrained_vitb16_384;_make_pretrained_deitb16_distil_384;_make_pretrained_vitl16_384;_make_pretrained_deitb16_384;_make_pretrained_vitb_rn50_384,thu-ml_controlvideo/controlvideo/annotator/midas/midas/vit.py,github.com/thu-ml/controlvideo
,RobustBench_robustbench/robustbench/robustbench/model_zoo/cifar100.py,github.com/robustbench/robustbench
_make_pretrained_vitb16_384;_make_pretrained_vitl16_384;_make_pretrained_vitb_rn50_384,thygate_stable-diffusion-webui-depthmap-script/stable-diffusion-webui-depthmap-script/dmidas/backbones/vit.py,github.com/thygate/stable-diffusion-webui-depthmap-script
training_function,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/examples/cv_example.py,github.com/flowersteam/grounding_llms_with_online_rl
main,zhoudaquan_Refiner_ViT/Refiner_ViT/main.py,github.com/zhoudaquan/refiner_vit
_make_pretrained_swin2b24_384;_make_pretrained_swin2l24_384;_make_pretrained_swin2t16_256,thygate_stable-diffusion-webui-depthmap-script/stable-diffusion-webui-depthmap-script/dmidas/backbones/swin2.py,github.com/thygate/stable-diffusion-webui-depthmap-script
get_model,zhihou7_BatchFormer/BatchFormer/domain_generalization/Transfer-Learning-Library/examples/domain_adaptation/image_classification/utils.py,github.com/zhihou7/batchformer
_make_pretrained_vitb16_384;_make_pretrained_vitl16_384;_make_pretrained_vitb_rn50_384,isl-org_MiDaS/MiDaS/midas/backbones/vit.py,github.com/isl-org/midas
TimmModel.__init__,haoheliu_AudioLDM/AudioLDM/audioldm/clap/open_clip/timm_model.py,github.com/haoheliu/audioldm
main,NVlabs_A-ViT/A-ViT/main_act.py,github.com/nvlabs/a-vit
Diarizer.__init__,cvqluu_simple_diarizer/simple_diarizer/simple_diarizer/diarizer.py,github.com/cvqluu/simple_diarizer
MentionsExtractorFlair.load_models,IBM_zshot/zshot/zshot/mentions_extractor/mentions_extractor_flair.py,github.com/ibm/zshot
BLINK.__init__,facebookresearch_KILT/KILT/kilt/retrievers/BLINK_connector.py,github.com/facebookresearch/kilt
LinkerTARS.load_models,IBM_zshot/zshot/zshot/linker/linker_tars.py,github.com/ibm/zshot
MentionsExtractorTARS.load_models,IBM_zshot/zshot/zshot/mentions_extractor/mentions_extractor_tars.py,github.com/ibm/zshot
BLINK.__init__,andreamad8_FSB/FSB/data/wow/KILT/kilt/retrievers/BLINK_connector.py,github.com/andreamad8/fsb
StableDiffusionImg2ImgModel.__init__;StableDiffusionImgModel.__init__,SCUTlihaoyu_open-chat-video-editor/open-chat-video-editor/generator/image/generation/stable_diffusion.py,github.com/scutlihaoyu/open-chat-video-editor
,YuxinWenRick_tree-ring-watermark/tree-ring-watermark/src/tree_ring_watermark/target_api.py,github.com/yuxinwenrick/tree-ring-watermark
,cloneofsimo_paint-with-words-sd/paint-with-words-sd/change_model_path.py,github.com/cloneofsimo/paint-with-words-sd
fill_img_with_sd;replace_img_with_sd,geekyutao_Inpaint-Anything/Inpaint-Anything/stable_diffusion_inpaint.py,github.com/geekyutao/inpaint-anything
Text2VideoModel.__init__;DepthText2VideoModel.__init__;CannyText2VideoModel.__init__;PoseText2VideoModel.__init__,kaleido-lab_dolphin/dolphin/modules/text2video_zero/model.py,github.com/kaleido-lab/dolphin
DepthText2Image.__init__;CannyText2Image.__init__;PoseText2Image.__init__;SegText2Image.__init__;HedText2Image.__init__;ImageEditing.__init__;NormalText2Image.__init__;InstructPix2Pix.__init__;LineText2Image.__init__;Text2Image.__init__;ScribbleText2Image.__init__,wxj630_visual-chatgpt-zh/visual-chatgpt-zh/visual_chatgpt.py,github.com/wxj630/visual-chatgpt-zh
semantic_karlo;semantic_sd,Anything-of-anything_Anything-3D/Anything-3D/AnyObject3D/src/3DFuse/semantic_coding.py,github.com/anything-of-anything/anything-3d
,vijishmadhavan_SkinDeep/SkinDeep/tattoorem.py,github.com/vijishmadhavan/skindeep
IF.__init__,ashawkey_stable-dreamfusion/stable-dreamfusion/guidance/if_utils.py,github.com/ashawkey/stable-dreamfusion
pww_load_tools;PaintWithWord_StableDiffusionPipeline.from_pretrained,cloneofsimo_paint-with-words-sd/paint-with-words-sd/paint_with_words/paint_with_words.py,github.com/cloneofsimo/paint-with-words-sd
semantic_karlo;semantic_sd,KU-CVLAB_3DFuse/3DFuse/semantic_coding.py,github.com/ku-cvlab/3dfuse
main;log_validation,sail-sg_EditAnything/EditAnything/utils/texutal_inversion.py,github.com/sail-sg/editanything
ModelscopeT2V.__init__,kaleido-lab_dolphin/dolphin/modules/modelscope_t2v/__init__.py,github.com/kaleido-lab/dolphin
StableDiffusion.__init__,ashawkey_stable-dreamfusion/stable-dreamfusion/guidance/sd_utils.py,github.com/ashawkey/stable-dreamfusion
InstructPix2Pix.init_model,Sanster_lama-cleaner/lama-cleaner/lama_cleaner/model/instruct_pix2pix.py,github.com/sanster/lama-cleaner
ControlNet.init_model,Sanster_lama-cleaner/lama-cleaner/lama_cleaner/model/controlnet.py,github.com/sanster/lama-cleaner
gen_init,KU-CVLAB_3DFuse/3DFuse/gradio_app.py,github.com/ku-cvlab/3dfuse
CheckpointMergerPipeline.merge,Sanster_lama-cleaner/lama-cleaner/scripts/tool.py,github.com/sanster/lama-cleaner
create_demo.obtain_generation_model,sail-sg_EditAnything/EditAnything/sam2image.py,github.com/sail-sg/editanything
obtain_generation_model,sail-sg_EditAnything/EditAnything/editany_lora.py,github.com/sail-sg/editanything
gen_init,Anything-of-anything_Anything-3D/Anything-3D/AnyObject3D/src/3DFuse/gradio_app.py,github.com/anything-of-anything/anything-3d
PaintByExample.init_model,Sanster_lama-cleaner/lama-cleaner/lama_cleaner/model/paint_by_example.py,github.com/sanster/lama-cleaner
main,YuxinWenRick_tree-ring-watermark/tree-ring-watermark/run_tree_ring_watermark_fid.py,github.com/yuxinwenrick/tree-ring-watermark
run_inpaint,Uminosachi_inpaint-anything/inpaint-anything/iasam_app.py,github.com/uminosachi/inpaint-anything
,Mikubill_naifu-diffusion/naifu-diffusion/scripts/encode_to_latent.py,github.com/mikubill/naifu-diffusion
,omerbt_MultiDiffusion/MultiDiffusion/app_gradio.py,github.com/omerbt/multidiffusion
StableDiffusionModel.init_model,Mikubill_naifu-diffusion/naifu-diffusion/lib/model.py,github.com/mikubill/naifu-diffusion
get_unet,johannakarras_DreamPose/DreamPose/models/unet_dual_encoder.py,github.com/johannakarras/dreampose
main,YuxinWenRick_tree-ring-watermark/tree-ring-watermark/run_tree_ring_watermark.py,github.com/yuxinwenrick/tree-ring-watermark
load_pipeline,huggingface_instruction-tuned-sd/instruction-tuned-sd/validation/compare_models.py,github.com/huggingface/instruction-tuned-sd
SD.init_model,Sanster_lama-cleaner/lama-cleaner/lama_cleaner/model/sd.py,github.com/sanster/lama-cleaner
,shmsw25_FActScore/FActScore/factscore/atomic_facts.py,github.com/shmsw25/factscore
,INK-USC_MHGRN/MHGRN/utils/tokenization_utils.py,github.com/ink-usc/mhgrn
,robustness-gym_summvis/summvis/summvis.py,github.com/robustness-gym/summvis
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/space-1/galaxy/data/field.py,github.com/alibabaresearch/damo-convai
,lavis-nlp_spert/spert/scripts/conversion/convert_ade.py,github.com/lavis-nlp/spert
,ScalaConsultants_Aspect-Based-Sentiment-Analysis/Aspect-Based-Sentiment-Analysis/aspect_based_sentiment_analysis/text_splitters.py,github.com/scalaconsultants/aspect-based-sentiment-analysis
,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/babyai-text/babyai/babyai/shaped_env_paral.py,github.com/flowersteam/grounding_llms_with_online_rl
,rpryzant_neutralizing-bias/neutralizing-bias/harvest/add_tags.py,github.com/rpryzant/neutralizing-bias
,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectPolarityClassification/dataset_utils/__lcf__/apc_utils.py,github.com/yangheng95/pyabsa
,andreamad8_FSB/FSB/data/wow/KILT/kilt/datasets/hotpotqa.py,github.com/andreamad8/fsb
,usc-isi-i2_cskg/cskg/grounding/groundcskg/graphify/link.py,github.com/usc-isi-i2/cskg
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/oltqa/dpr/utils/tokenizers.py,github.com/alibabaresearch/damo-convai
,avinashkranjan_Amazing-Python-Scripts/Amazing-Python-Scripts/Document-Summary-Creator/preprocessing.py,github.com/avinashkranjan/amazing-python-scripts
,facebookresearch_KILT/KILT/scripts/create_kilt_data_paragraphs.py,github.com/facebookresearch/kilt
,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectPolarityClassification/dataset_utils/__lcf__/apc_utils_for_dlcf_dca.py,github.com/yangheng95/pyabsa
,kengz_spacy-nlp/spacy-nlp/src/py/nlp.py,github.com/kengz/spacy-nlp
,HHousen_TransformerSum/TransformerSum/src/abstractive.py,github.com/hhousen/transformersum
,jzbjyb_FLARE/FLARE/src/templates.py,github.com/jzbjyb/flare
,jim-schwoebel_allie/allie/features/text_features/textacy_features.py,github.com/jim-schwoebel/allie
,Yui010206_SeViLA/SeViLA/lavis/models/img2prompt_models/img2prompt_vqa.py,github.com/yui010206/sevila
,KRR-Oxford_DeepOnto/DeepOnto/src/deeponto/onto/verbalisation.py,github.com/krr-oxford/deeponto
,Yui010206_SeViLA/SeViLA/lavis/models/sevila_models/sevila.py,github.com/yui010206/sevila
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/keyphrase/eval.py,github.com/memray/opennmt-kpg-release
,boudinfl_ake-datasets/ake-datasets/datasets/110-PT-BN-KP/src/preprocess.py,github.com/boudinfl/ake-datasets
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/kp_evaluate.py,github.com/memray/opennmt-kpg-release
,robustness-gym_summvis/summvis/preprocessing.py,github.com/robustness-gym/summvis
,facebookresearch_KILT/KILT/kilt/datasets/zero_shot_re.py,github.com/facebookresearch/kilt
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/keyphrase/kpg_example.py,github.com/memray/opennmt-kpg-release
,NorskRegnesentral_skweak/skweak/examples/sentiment/weak_supervision_sentiment.py,github.com/norskregnesentral/skweak
,facebookresearch_ParlAI/ParlAI/parlai/tasks/reasoning/reason_types/step_by_step.py,github.com/facebookresearch/parlai
,andreamad8_FSB/FSB/data/wow/KILT/scripts/create_kilt_data_paragraphs.py,github.com/andreamad8/fsb
,andreamad8_FSB/FSB/metric/feqa.py,github.com/andreamad8/fsb
,facebookresearch_KILT/KILT/kilt/datasets/hotpotqa.py,github.com/facebookresearch/kilt
,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectPolarityClassification/dataset_utils/__classic__/dependency_graph.py,github.com/yangheng95/pyabsa
,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectPolarityClassification/dataset_utils/__plm__/dependency_graph.py,github.com/yangheng95/pyabsa
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/newssum/docutils.py,github.com/memray/opennmt-kpg-release
,nabeel-oz_qlik-py-tools/qlik-py-tools/core/_spacy.py,github.com/nabeel-oz/qlik-py-tools
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/keyphrase/extract_np.py,github.com/memray/opennmt-kpg-release
,stanfordnlp_chirpycardinal/chirpycardinal/docker/coref/app/remote_module.py,github.com/stanfordnlp/chirpycardinal
,facebookresearch_KILT/KILT/kilt/datasets/fact_verification.py,github.com/facebookresearch/kilt
,andreamad8_FSB/FSB/data/wow/KILT/kilt/datasets/natural_questions.py,github.com/andreamad8/fsb
,jonatasgrosman_wav2vec2-sprint/wav2vec2-sprint/playground/spellcheck_tests_2.py,github.com/jonatasgrosman/wav2vec2-sprint
,awslabs_pptod/pptod/data/multiwoz/utlis/reader.py,github.com/awslabs/pptod
,ashkamath_mdetr/mdetr/scripts/utils/text.py,github.com/ashkamath/mdetr
,NorskRegnesentral_skweak/skweak/skweak/spacy.py,github.com/norskregnesentral/skweak
,HHousen_TransformerSum/TransformerSum/src/convert_to_extractive.py,github.com/hhousen/transformersum
,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectPolarityClassification/dataset_utils/__classic__/classic_glove_apc_utils.py,github.com/yangheng95/pyabsa
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/r2sql/sparc/model/grapher.py,github.com/alibabaresearch/damo-convai
,Jcharis_Machine-Learning-Web-Apps/Machine-Learning-Web-Apps/Build-n-Deploy-Flask-App-with-Waypoint/app/app.py,github.com/jcharis/machine-learning-web-apps
,NorskRegnesentral_skweak/skweak/skweak/utils.py,github.com/norskregnesentral/skweak
,ContextScout_gcn_ner/gcn_ner/gcn_ner/utils/aux/__init__.py,github.com/contextscout/gcn_ner
,bminixhofer_wtpsplit/wtpsplit/wtpsplit/evaluation/__init__.py,github.com/bminixhofer/wtpsplit
,usc-isi-i2_cskg/cskg/grounding/groundcn/graphify/graphify.py,github.com/usc-isi-i2/cskg
,facebookresearch_ParlAI/ParlAI/parlai/tasks/md_gender/wikipedia.py,github.com/facebookresearch/parlai
,INK-USC_MHGRN/MHGRN/utils/grounding.py,github.com/ink-usc/mhgrn
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/oltqa/dpr/data/tables.py,github.com/alibabaresearch/damo-convai
,luogen1996_MCN/MCN/callbacks/eval.py,github.com/luogen1996/mcn
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/keyphrase/kpg_example_hfdatasets.py,github.com/memray/opennmt-kpg-release
,usc-isi-i2_cskg/cskg/grounding/groundcn/graphify/link.py,github.com/usc-isi-i2/cskg
,usc-isi-i2_cskg/cskg/grounding/groundcskg/graphify/graphify.py,github.com/usc-isi-i2/cskg
,facebookresearch_ParlAI/ParlAI/projects/seeker/tasks/mutators.py,github.com/facebookresearch/parlai
,AIGC-Audio_AudioGPT/AudioGPT/audio_to_text/captioning/utils/build_vocab_spacy.py,github.com/aigc-audio/audiogpt
,naver_gdc/gdc/cdpg/cdpg/metrics.py,github.com/naver/gdc
,allenai_real-toxicity-prompts/real-toxicity-prompts/scripts/data/count_words.py,github.com/allenai/real-toxicity-prompts
,allenai_real-toxicity-prompts/real-toxicity-prompts/scripts/data/create_prompts_dataset.py,github.com/allenai/real-toxicity-prompts
,facebookresearch_ParlAI/ParlAI/parlai/agents/tfidf_retriever/tokenizers/spacy_tokenizer.py,github.com/facebookresearch/parlai
,andreamad8_FSB/FSB/data/wow/KILT/kilt/datasets/fact_verification.py,github.com/andreamad8/fsb
,luogen1996_MCN/MCN/loader/loader.py,github.com/luogen1996/mcn
,andreamad8_FSB/FSB/data/wow/KILT/kilt/datasets/triviaqa.py,github.com/andreamad8/fsb
,facebookresearch_KILT/KILT/kilt/datasets/triviaqa.py,github.com/facebookresearch/kilt
,Yui010206_SeViLA/SeViLA/lavis/models/blip2_models/blip2_fmr.py,github.com/yui010206/sevila
,msg-systems_holmes-extractor/holmes-extractor/holmes_extractor/manager.py,github.com/msg-systems/holmes-extractor
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/keyphrase/pke/readers.py,github.com/memray/opennmt-kpg-release
,snap-stanford_GreaseLM/GreaseLM/preprocess_utils/grounding.py,github.com/snap-stanford/greaselm
,jzbjyb_FLARE/FLARE/src/datasets.py,github.com/jzbjyb/flare
,davidberenstein1957_classy-classification/classy-classification/classy_classification/examples/spacy_internal_embeddings.py,github.com/davidberenstein1957/classy-classification
,andreamad8_FSB/FSB/data/wow/KILT/kilt/datasets/zero_shot_re.py,github.com/andreamad8/fsb
,jim-schwoebel_allie/allie/features/text_features/spacy_features.py,github.com/jim-schwoebel/allie
,geeks-of-data_knowledge-gpt/knowledge-gpt/knowledgegpt/utils/utils_pdf.py,github.com/geeks-of-data/knowledge-gpt
,openaudiosearch_openaudiosearch/openaudiosearch/oas_worker/app/jobs/spacy_pipe.py,github.com/openaudiosearch/openaudiosearch
,awslabs_pptod/pptod/E2E_TOD/reader.py,github.com/awslabs/pptod
,facebookresearch_ParlAI/ParlAI/projects/seeker/utils.py,github.com/facebookresearch/parlai
,IBM_zshot/zshot/zshot/evaluation/run_evaluation.py,github.com/ibm/zshot
,andreamad8_FSB/FSB/metric/dataflow/core/utterance_tokenizer.py,github.com/andreamad8/fsb
,Yui010206_SeViLA/SeViLA/lavis/models/blip2_models/blip2_t5.py,github.com/yui010206/sevila
,memray_OpenNMT-kpg-release/OpenNMT-kpg-release/onmt/transforms/keyphrase.py,github.com/memray/opennmt-kpg-release
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/space-3/space/data/fields/gen_field.py,github.com/alibabaresearch/damo-convai
,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectPolarityClassification/dataset_utils/__plm__/classic_bert_apc_utils.py,github.com/yangheng95/pyabsa
,facebookresearch_KILT/KILT/kilt/datasets/natural_questions.py,github.com/facebookresearch/kilt
,IBM_zshot/zshot/zshot/evaluation/dataset/med_mentions/utils.py,github.com/ibm/zshot
,fastnlp_CPT/CPT/pretrain/tasks/orqa/natural_questions/tokenizers.py,github.com/fastnlp/cpt
,facebookresearch_ParlAI/ParlAI/projects/k2r/stacked_agent/task/agents.py,github.com/facebookresearch/parlai
DSMAP_Trainer.build_optimizer,acht7111020_DSMAP/DSMAP/trainer.py,github.com/acht7111020/dsmap
_make_pretrained_resnext101_wsl,ActiveVisionLab_nope-nerf/nope-nerf/DPT/dpt/blocks.py,github.com/activevisionlab/nope-nerf
resnet_feature_extractor,AdamKortylewski_CompositionalNets/CompositionalNets/Code/model.py,github.com/adamkortylewski/compositionalnets
,AdamKortylewski_CompositionalNets/CompositionalNets/Code/demo.py,github.com/adamkortylewski/compositionalnets
,AdamKortylewski_CompositionalNets/CompositionalNets/Code/train.py,github.com/adamkortylewski/compositionalnets
,AdamKortylewski_CompositionalNets/CompositionalNets/Code/eval_occlusion_localization.py,github.com/adamkortylewski/compositionalnets
,AdamKortylewski_CompositionalNets/CompositionalNets/Initialization_Code/config_initialization.py,github.com/adamkortylewski/compositionalnets
,AdamKortylewski_CompositionalNets/CompositionalNets/Code/test.py,github.com/adamkortylewski/compositionalnets
UNet2D.build,ai4ce_SSCBench/SSCBench/method/MonoScene/monoscene/models/unet2d.py,github.com/ai4ce/sscbench
PixelEmbedModelResNet18.__init__,aimerykong_predictive-filter-flow/predictive-filter-flow/mgPFF_video/libs/models/pixel_embedding_model.py,github.com/aimerykong/predictive-filter-flow
PixelEmbedModelResNet18Shallow.__init__,aimerykong_predictive-filter-flow/predictive-filter-flow/mgPFF_video/libs/models/pixel_embedding_model.py,github.com/aimerykong/predictive-filter-flow
PixelEmbedModelResNet18.__init__,aimerykong_predictive-filter-flow/predictive-filter-flow/mgPFF_video/libs/models/pem.py,github.com/aimerykong/predictive-filter-flow
